satisfaction,evaluation,averageMonthlyHours,yearsAtCompany,turnover
15,91,247,3,0
18,57,242,6,0
100,67,278,4,0
98,63,281,3,0
73,97,260,2,0
67,72,271,3,0
90,74,270,3,0
54,53,278,2,0
15,39,258,4,0
58,54,275,2,0
81,51,277,2,0
17,51,289,3,0
68,73,274,3,0
68,49,260,4,0
70,93,276,3,0
49,68,285,4,0
55,96,290,3,0
48,84,270,2,0
63,98,258,3,0
83,69,284,2,0
48,87,270,2,0
98,96,282,3,0
57,72,283,3,0
72,66,278,3,0
90,80,263,3,0
64,59,273,2,0
55,98,270,2,0
56,59,283,2,0
80,55,261,2,0
65,76,257,5,0
75,78,267,3,0
69,79,286,3,0
91,76,279,3,0
78,63,266,2,0
71,68,294,4,0
79,96,283,3,0
86,72,281,3,0
87,82,282,3,0
76,99,276,2,0
76,80,262,5,0
74,66,273,3,0
56,81,276,4,0
54,91,265,2,0
84,79,274,4,0
55,69,268,2,0
69,51,274,2,0
79,88,267,3,0
21,38,279,5,0
57,58,287,3,0
89,95,272,4,0
72,98,277,4,0
56,58,256,3,0
84,68,294,2,0
94,76,281,4,0
29,88,277,4,0
54,93,284,5,0
93,73,278,2,0
80,68,280,2,0
100,73,263,4,0
89,56,261,3,0
60,78,264,4,0
49,94,282,3,0
65,75,282,2,0
60,71,277,2,0
51,100,278,3,0
74,89,270,3,0
57,42,289,5,0
82,84,293,2,0
19,63,304,6,0
50,64,291,2,0
91,68,270,3,0
19,86,280,6,0
94,84,286,3,0
88,67,282,2,0
90,87,266,5,0
49,96,280,2,0
99,55,271,4,0
72,81,269,2,0
66,69,263,6,0
96,51,285,3,0
49,69,272,3,0
73,49,272,2,0
48,98,260,4,0
57,78,288,2,0
63,82,278,3,0
46,87,283,5,0
64,50,288,2,0
56,73,262,3,0
97,75,269,4,0
69,68,272,3,0
23,97,277,3,0
77,48,282,4,0
76,57,277,3,0
98,66,264,2,0
92,77,265,3,0
63,67,278,3,0
91,69,264,3,0
40,67,268,3,0
82,62,277,3,0
81,88,283,3,0
61,69,290,3,0
30,57,276,2,0
59,72,283,3,0
20,56,283,5,0
75,56,290,2,0
59,79,270,3,0
63,53,261,2,0
77,68,274,4,0
82,60,286,2,0
60,85,279,4,0
83,72,265,2,0
67,60,279,2,0
84,56,274,6,0
68,79,265,4,0
74,92,257,3,0
63,64,287,2,0
88,90,308,3,0
100,81,274,4,0
70,87,296,2,0
50,71,268,4,0
94,66,282,3,0
67,54,262,4,0
80,88,253,4,0
70,88,278,2,0
24,73,269,5,0
98,100,286,3,0
76,65,257,3,0
78,50,296,4,0
42,91,274,2,0
83,64,260,3,0
98,81,276,6,0
64,81,267,2,0
67,75,265,2,0
26,39,279,4,0
97,64,275,3,0
48,60,278,3,0
84,55,276,2,0
71,74,272,4,0
100,84,284,3,0
60,76,278,2,0
95,37,294,5,0
56,56,268,2,0
75,49,290,3,0
98,53,264,4,0
70,72,256,3,0
65,92,266,3,0
80,81,266,2,0
49,78,283,4,0
32,73,295,6,0
88,54,277,2,0
80,97,263,2,0
73,74,267,4,0
72,58,271,2,0
58,78,275,3,0
66,96,281,3,0
63,79,286,3,0
69,56,289,2,0
49,59,296,3,0
60,45,274,2,0
50,63,282,4,0
34,81,264,3,0
79,60,256,3,0
98,68,278,3,0
96,97,274,2,0
88,89,279,2,0
60,61,261,2,0
62,73,278,3,0
40,72,302,4,0
16,82,276,2,0
81,98,275,6,0
69,69,282,2,0
66,51,273,3,0
66,62,280,2,0
61,53,265,3,0
99,77,275,2,0
73,54,267,6,0
63,72,281,5,0
60,91,270,4,0
44,44,270,2,0
64,95,276,6,0
91,81,265,2,0
55,59,277,3,0
70,73,284,2,0
37,59,277,3,0
16,56,263,3,0
69,97,276,4,0
96,47,273,5,0
62,91,279,3,0
94,45,266,3,0
67,83,265,3,0
89,57,284,3,0
60,63,285,3,0
89,62,287,3,0
60,89,269,2,0
93,95,282,3,0
38,78,275,5,0
62,57,272,3,0
86,86,269,3,0
61,62,242,2,0
77,64,266,3,0
85,73,286,3,0
94,62,269,3,0
59,59,292,2,0
90,92,297,3,0
86,65,292,2,0
72,70,277,2,0
84,52,278,2,0
64,50,291,3,0
81,75,263,3,0
66,70,272,2,0
75,55,274,6,0
54,67,274,2,0
98,76,275,2,0
80,85,283,2,0
68,70,259,3,0
54,57,302,2,0
88,84,283,2,0
71,62,271,3,0
77,58,261,2,0
60,60,295,3,0
53,75,268,5,0
85,50,272,2,0
59,75,282,2,0
23,77,270,5,0
70,60,273,3,0
92,49,264,3,0
95,37,257,3,0
39,43,267,3,0
85,80,282,2,0
98,70,267,2,0
15,48,285,6,0
68,54,281,4,0
24,91,272,5,0
77,59,275,3,0
36,69,282,3,0
50,89,281,4,0
20,98,266,4,0
86,56,276,2,0
84,63,269,2,0
90,98,267,4,0
40,51,269,6,0
63,62,287,3,0
73,95,273,4,0
25,67,272,6,0
70,57,286,2,0
60,97,287,3,0
99,66,272,3,0
29,86,280,4,0
53,63,288,2,0
83,76,270,2,0
18,92,280,4,0
14,74,295,5,0
50,66,282,2,0
36,89,272,6,0
34,56,263,2,0
51,75,269,2,0
50,52,267,3,0
69,93,286,4,0
52,51,276,4,0
32,50,270,3,0
88,99,280,5,0
60,87,284,3,0
72,80,283,3,0
65,90,290,3,0
82,78,278,2,0
67,92,286,3,0
44,87,291,4,0
52,85,284,2,0
54,51,272,3,0
67,76,280,3,0
16,64,271,5,0
81,73,289,3,0
77,85,284,3,0
84,99,285,2,0
56,56,285,4,0
67,97,273,3,0
65,70,281,2,0
39,57,272,3,0
77,75,265,3,0
41,96,261,3,0
59,67,265,2,0
14,72,286,5,0
60,82,264,2,0
14,98,253,5,0
88,80,272,2,0
60,91,246,2,0
100,49,277,3,0
56,98,276,3,0
72,54,293,6,0
59,83,284,3,0
74,75,281,4,0
52,69,283,2,0
77,74,293,6,0
48,81,269,2,0
99,56,287,2,0
23,78,262,6,0
63,100,283,4,0
51,83,276,3,0
54,55,298,5,0
53,73,289,3,0
72,84,276,3,0
57,61,266,2,0
81,77,283,3,0
64,57,269,3,0
77,57,281,3,0
83,55,277,2,0
60,71,278,2,0
86,87,285,4,0
50,55,275,3,0
60,75,269,3,0
85,73,277,4,0
40,87,273,4,0
38,79,274,3,0
96,59,274,5,0
59,57,264,2,0
56,50,282,3,0
84,96,276,3,0
94,99,279,2,0
72,63,258,2,0
82,70,280,2,0
100,95,277,3,0
62,77,259,2,0
76,89,282,2,0
23,74,271,4,0
70,99,283,4,0
71,88,264,3,0
32,37,257,3,0
69,67,275,4,0
66,59,282,3,0
70,67,289,6,0
91,76,264,3,0
20,70,274,5,0
72,83,263,2,0
74,93,274,3,0
53,79,270,3,0
99,92,280,2,0
75,85,290,4,0
86,78,274,2,0
93,86,284,3,0
81,95,269,3,0
49,67,303,2,0
97,72,251,4,0
62,89,273,3,0
75,79,262,4,0
87,58,273,3,0
93,65,278,3,0
74,68,259,2,0
68,57,283,3,0
49,63,268,4,0
75,84,293,3,0
95,58,282,5,0
95,75,282,3,0
67,65,295,3,0
71,60,267,3,0
81,73,278,2,0
79,36,293,3,0
57,52,267,2,0
85,65,269,2,0
15,78,272,3,0
48,87,261,2,0
92,91,276,3,0
73,67,272,3,0
68,71,283,3,0
88,55,277,3,0
80,55,277,5,0
66,90,291,2,0
19,80,279,6,0
30,53,262,4,0
80,80,281,2,0
66,84,277,4,0
22,67,278,5,0
57,59,280,3,0
83,73,283,2,0
57,50,251,2,0
78,54,301,3,0
88,89,279,3,0
48,69,267,3,0
91,82,270,3,0
30,97,282,4,0
63,98,278,3,0
62,36,280,4,0
74,72,282,3,0
50,53,278,4,0
36,74,266,3,0
57,65,275,3,0
73,55,267,3,0
77,67,279,2,0
86,50,279,2,0
24,55,279,4,0
83,62,278,3,0
72,63,262,3,0
52,82,268,2,0
99,54,283,4,0
15,68,269,2,0
79,94,275,2,0
19,91,268,4,0
59,62,258,2,0
15,74,268,3,0
75,72,291,3,0
47,71,277,4,0
64,64,273,3,0
66,76,274,2,0
80,91,283,3,0
82,52,282,2,0
80,98,271,3,0
98,98,276,2,0
95,96,271,3,0
88,61,265,3,0
90,97,295,4,0
66,83,267,3,0
99,62,267,3,0
86,95,283,2,0
96,95,280,2,0
100,63,275,3,0
46,38,261,3,0
19,85,277,3,0
73,60,272,6,0
63,50,286,3,0
68,89,271,3,0
78,96,281,3,0
79,56,278,3,0
86,99,273,2,0
98,53,272,2,0
89,79,265,3,0
86,87,279,4,0
65,83,277,3,0
52,98,265,2,0
54,65,268,3,0
68,73,286,3,0
88,65,262,2,0
75,85,290,3,0
17,93,269,4,0
92,83,267,3,0
79,66,264,3,0
52,66,289,3,0
95,73,280,3,0
72,49,274,2,0
40,41,266,3,0
61,59,278,2,0
49,97,265,5,0
32,55,273,4,0
82,77,262,6,0
90,79,263,2,0
95,74,248,2,0
55,60,286,3,0
91,78,259,3,0
45,41,258,6,0
65,60,291,4,0
88,89,271,2,0
78,76,254,3,0
77,71,267,3,0
32,75,269,4,0
98,38,282,6,0
51,76,279,3,0
81,59,262,2,0
64,90,287,5,0
73,94,257,3,0
49,56,277,2,0
84,54,294,2,0
81,86,271,3,0
77,50,281,2,0
24,83,287,5,0
77,78,273,2,0
13,88,269,5,0
94,66,281,2,0
61,82,291,2,0
95,49,277,2,0
22,92,270,4,0
65,56,271,3,0
95,67,270,2,0
98,62,269,5,0
88,72,248,4,0
94,69,284,3,0
62,75,285,2,0
81,96,277,3,0
56,51,257,2,0
52,86,288,4,0
88,57,280,2,0
56,92,279,3,0
36,63,270,5,0
56,85,269,3,0
89,46,262,5,0
95,42,272,2,0
48,52,278,2,0
75,75,274,3,0
65,54,271,3,0
40,86,287,5,0
52,53,270,2,0
52,68,287,2,0
68,49,282,3,0
72,61,275,3,0
78,72,275,3,0
54,90,267,3,0
18,46,268,4,0
51,50,279,2,0
63,86,280,6,0
83,86,277,3,0
91,82,278,3,0
79,66,262,4,0
52,95,278,3,0
83,94,273,3,0
92,74,267,2,0
14,72,281,4,0
80,38,269,6,0
79,72,285,4,0
86,60,281,2,0
95,47,291,4,0
77,90,272,3,0
55,72,262,3,0
42,91,284,3,0
79,86,265,2,0
41,48,275,2,0
66,72,283,4,0
100,65,286,3,0
87,74,280,2,0
51,99,289,4,0
63,79,282,5,0
86,86,249,2,0
40,98,275,3,0
79,97,273,2,0
70,90,272,3,0
49,91,280,3,0
76,62,272,3,0
89,52,281,3,0
83,86,271,2,0
19,69,262,6,0
68,67,267,2,0
62,68,279,4,0
87,49,270,3,0
66,75,268,4,0
37,41,266,2,0
57,49,277,4,0
66,81,288,2,0
63,88,274,3,0
65,96,257,2,0
33,85,285,3,0
66,57,279,3,0
87,95,253,5,0
85,85,277,3,0
49,51,281,3,0
87,80,269,3,0
17,49,281,5,0
55,46,287,5,0
91,71,276,3,0
96,62,276,3,0
53,50,268,3,0
25,59,269,5,0
98,57,281,3,0
83,36,264,3,0
71,83,270,3,0
74,77,276,3,0
56,70,276,2,0
23,90,269,3,0
35,64,290,2,0
48,98,267,3,0
83,74,275,3,0
73,87,262,4,0
85,97,276,5,0
80,95,285,3,0
98,74,281,3,0
96,85,262,2,0
67,75,268,3,0
58,91,293,2,0
83,86,278,3,0
90,57,272,4,0
89,66,267,3,0
99,92,270,3,0
89,50,275,3,0
79,50,278,3,0
64,41,265,6,0
22,57,268,6,0
94,60,281,2,0
56,97,277,3,0
85,80,293,3,0
80,62,275,3,0
86,53,272,3,0
96,100,298,4,0
51,61,275,2,0
73,95,268,2,0
31,75,276,3,0
62,51,284,3,0
55,91,266,3,0
51,80,291,2,0
54,54,281,3,0
65,95,264,3,0
65,75,278,2,0
90,64,269,2,0
55,71,292,2,0
59,89,274,2,0
34,67,283,2,0
31,92,273,5,0
83,71,276,2,0
80,73,260,2,0
66,85,270,4,0
98,39,280,4,0
89,52,265,5,0
64,94,261,2,0
95,68,268,3,0
96,85,280,2,0
96,82,257,2,0
63,81,275,2,0
83,71,279,2,0
61,72,276,2,0
89,66,276,3,0
67,63,288,3,0
61,100,290,2,0
58,77,297,2,0
56,76,266,2,0
13,49,271,4,0
39,100,288,5,0
94,48,275,3,0
63,61,275,2,0
75,63,294,3,0
70,83,268,3,0
28,83,285,3,0
77,42,279,2,0
79,64,299,2,0
51,46,284,3,0
96,99,280,3,0
72,99,266,2,0
97,100,287,2,0
55,90,277,3,0
32,45,272,3,0
78,65,252,2,0
17,57,257,3,0
88,50,266,2,0
97,50,266,3,0
74,86,270,2,0
26,45,290,2,0
87,92,288,3,0
29,47,273,4,0
91,95,285,2,0
71,77,275,3,0
60,63,277,3,0
50,61,262,3,0
49,85,283,2,0
53,92,292,2,0
42,38,248,3,0
53,82,275,3,0
34,62,283,2,0
68,51,270,3,0
56,77,282,4,0
72,71,292,2,0
76,55,273,3,0
87,57,286,2,0
97,63,273,4,0
80,62,277,3,0
67,81,281,6,0
60,97,275,2,0
88,50,272,3,0
64,74,290,2,0
85,70,275,2,0
90,48,274,3,0
76,84,287,3,0
55,66,273,3,0
76,77,293,3,0
87,72,270,3,0
80,82,275,3,0
54,68,294,2,0
84,91,270,3,0
85,64,294,3,0
95,49,285,3,0
48,56,272,3,0
53,77,274,2,0
80,82,266,2,0
40,46,275,3,0
76,69,286,3,0
99,64,274,4,0
49,64,266,4,0
94,71,273,3,0
54,73,260,3,0
13,93,264,5,0
91,84,273,2,0
73,56,292,3,0
65,97,267,3,0
23,51,282,4,0
23,88,284,6,0
89,51,280,3,0
81,80,268,2,0
51,74,263,4,0
35,81,283,3,0
49,66,273,3,0
51,80,273,2,0
66,86,283,6,0
74,96,265,2,0
57,96,248,2,0
80,74,285,4,0
79,84,284,2,0
74,94,262,4,0
74,80,288,2,0
40,100,297,2,0
14,71,268,3,0
83,87,274,3,0
76,52,278,2,0
80,80,275,4,0
95,38,279,3,0
88,76,280,4,0
92,85,277,3,0
16,88,288,6,0
70,63,282,4,0
71,93,278,5,0
52,82,276,3,0
49,58,255,3,0
50,57,297,3,0
86,94,299,3,0
49,99,272,2,0
69,91,279,3,0
96,100,266,6,0
87,54,279,2,0
36,40,280,3,0
86,100,281,3,0
79,74,287,2,0
100,52,286,4,0
88,88,290,4,0
49,65,268,3,0
52,62,266,2,0
76,78,301,3,0
69,91,261,2,0
69,81,281,2,0
75,58,280,3,0
47,47,275,3,0
88,100,277,3,0
49,43,268,4,0
92,67,277,3,0
24,48,262,3,0
69,100,287,3,0
81,57,267,4,0
61,48,274,2,0
75,86,278,4,0
69,86,272,2,0
53,49,278,3,0
93,96,270,3,0
15,67,259,5,0
48,41,280,3,0
67,73,256,3,0
36,93,295,5,0
35,54,286,4,0
65,62,279,3,0
80,50,281,3,0
97,96,267,6,0
67,64,293,3,0
58,78,290,3,0
61,67,272,5,0
97,66,284,2,0
87,97,259,3,0
80,71,285,2,0
91,55,286,3,0
63,73,265,2,0
79,96,284,2,0
89,57,279,3,0
100,87,285,3,0
60,73,274,2,0
70,80,291,2,0
79,81,255,3,0
88,72,277,3,0
87,48,277,2,0
52,58,274,2,0
59,75,273,3,0
64,75,270,4,0
81,83,282,2,0
87,57,295,2,0
74,61,279,2,0
73,89,288,3,0
97,58,264,4,0
54,81,271,2,0
59,55,272,2,0
99,95,265,4,0
79,75,251,3,0
96,37,273,2,0
54,67,266,2,0
79,84,276,3,0
64,79,268,2,0
65,53,282,3,0
87,86,281,4,0
70,59,263,3,0
89,81,278,3,0
61,58,265,3,0
90,49,291,2,0
49,54,251,3,0
85,97,274,2,0
54,58,299,3,0
64,57,284,2,0
81,77,272,5,0
49,66,261,3,0
58,57,271,4,0
62,49,273,3,0
80,84,282,3,0
64,64,263,3,0
81,86,274,2,0
80,74,267,2,0
92,81,287,2,0
66,98,280,2,0
79,89,265,2,0
74,54,273,3,0
79,74,277,2,0
87,94,274,3,0
49,57,279,2,0
30,44,273,4,0
85,89,269,3,0
61,97,285,4,0
68,55,289,3,0
67,67,266,2,0
63,73,296,3,0
63,94,273,3,0
50,88,257,4,0
70,55,290,2,0
18,46,279,4,0
77,55,283,2,0
78,61,263,3,0
54,77,267,3,0
90,69,276,4,0
56,76,270,2,0
63,81,270,3,0
68,75,274,3,0
96,54,284,3,0
85,87,258,6,0
82,66,274,3,0
44,39,277,3,0
86,97,292,3,0
56,68,262,3,0
69,94,274,3,0
91,85,260,2,0
99,94,287,3,0
76,84,273,4,0
63,67,286,2,0
21,62,277,3,0
63,43,275,4,0
58,51,271,2,0
52,84,276,3,0
89,64,276,5,0
81,81,297,3,0
62,73,277,3,0
83,50,258,3,0
85,99,275,3,0
52,61,290,3,0
57,97,297,5,0
93,100,279,3,0
78,89,274,3,0
65,59,270,2,0
42,74,268,6,0
22,61,287,5,0
71,96,271,4,0
44,68,265,4,0
60,52,294,3,0
68,61,281,4,0
53,41,267,2,0
80,82,292,3,0
97,82,277,2,0
47,47,288,6,0
96,93,264,3,0
81,45,279,3,0
86,65,287,4,0
59,82,276,4,0
53,97,265,3,0
57,86,284,2,0
70,48,274,3,0
58,59,259,3,0
43,86,293,3,0
92,82,277,4,0
24,70,282,3,0
67,52,285,3,0
68,84,282,3,0
54,75,263,3,0
73,63,260,4,0
59,41,252,3,0
22,64,264,4,0
49,83,276,4,0
91,100,273,3,0
18,97,284,3,0
71,41,271,4,0
56,66,279,2,0
84,62,292,3,0
59,49,267,5,0
88,62,268,3,0
80,52,270,2,0
53,63,301,2,0
53,83,271,4,0
30,67,289,2,0
91,70,273,2,0
32,66,273,5,0
73,87,276,3,0
87,54,269,3,0
57,73,277,3,0
62,94,263,4,0
55,91,264,4,0
93,57,269,2,0
30,47,281,2,0
57,70,281,2,0
90,85,274,6,0
83,79,280,3,0
38,64,291,3,0
97,95,252,2,0
70,100,272,3,0
26,73,274,6,0
58,58,275,3,0
69,57,267,4,0
88,60,283,3,0
57,91,289,4,0
94,80,266,4,0
94,58,267,3,0
46,49,278,5,0
49,57,289,3,0
96,100,282,3,0
29,95,270,4,0
94,69,270,2,0
56,64,278,2,0
18,49,263,5,0
84,83,289,3,0
58,96,274,4,0
21,60,275,6,0
59,53,291,2,0
66,65,282,2,0
58,82,281,3,0
66,49,279,5,0
56,78,256,2,0
92,78,278,3,0
56,69,287,3,0
57,59,291,3,0
99,79,283,4,0
76,93,277,4,0
78,91,281,2,0
99,48,278,2,0
71,95,270,3,0
51,96,292,3,0
88,82,282,3,0
96,83,265,3,0
90,64,288,3,0
77,51,277,4,0
95,50,265,3,0
85,67,283,2,0
46,79,281,3,0
57,95,258,4,0
93,100,277,4,0
78,68,276,3,0
68,100,283,2,0
83,78,288,2,0
56,51,279,4,0
93,78,272,2,0
13,53,274,4,0
71,99,275,2,0
98,74,290,3,0
83,82,273,3,0
78,65,283,2,0
35,58,277,3,0
67,55,297,6,0
86,88,281,3,0
33,61,285,3,0
30,86,260,3,0
75,63,272,3,0
80,98,278,3,0
98,53,281,3,0
72,48,279,2,0
82,52,278,3,0
91,59,286,2,0
84,78,280,3,0
95,74,298,3,0
53,51,266,5,0
50,50,284,3,0
36,95,291,2,0
33,38,298,3,0
38,47,291,5,0
70,90,305,3,0
44,45,269,6,0
32,66,271,2,0
63,93,278,3,0
56,54,260,2,0
56,78,276,2,0
81,78,281,2,0
89,75,275,2,0
63,87,279,3,0
64,66,274,3,0
46,53,266,2,0
76,56,271,3,0
99,71,255,3,0
85,76,282,2,0
78,99,271,3,0
91,56,270,2,0
16,57,276,4,0
71,57,267,3,0
92,68,279,2,0
21,98,267,5,0
74,60,278,3,0
76,60,280,2,0
62,95,274,4,0
100,61,270,3,0
67,54,283,2,0
81,87,283,2,0
84,69,276,3,0
84,99,269,4,0
97,97,264,2,0
70,50,288,5,0
52,74,283,3,0
46,88,281,3,0
100,87,268,2,0
91,58,273,3,0
16,69,267,5,0
58,62,267,2,0
75,61,262,4,0
96,62,267,4,0
92,78,274,2,0
35,63,279,3,0
56,96,281,3,0
27,96,276,4,0
66,72,271,3,0
66,98,285,3,0
98,69,257,2,0
51,58,278,2,0
51,83,244,3,0
53,94,270,3,0
69,70,273,2,0
66,74,274,2,0
89,76,277,2,0
74,64,281,5,0
82,75,284,3,0
66,90,277,2,0
59,97,289,2,0
13,65,285,5,0
68,74,275,3,0
50,81,287,3,0
60,82,279,3,0
87,98,279,3,0
51,89,274,4,0
78,63,277,2,0
66,96,260,2,0
72,73,247,2,0
57,98,287,3,0
50,49,275,3,0
72,62,292,2,0
41,48,272,2,0
55,65,273,2,0
49,94,275,3,0
80,94,274,3,0
78,51,258,3,0
69,56,291,2,0
83,98,276,6,0
89,73,280,3,0
94,82,282,3,0
51,53,281,2,0
89,90,281,6,0
99,69,267,3,0
79,66,275,4,0
98,97,287,4,0
98,97,281,3,0
97,67,285,3,0
71,71,271,3,0
49,60,272,3,0
72,71,284,3,0
58,61,278,3,0
65,100,281,3,0
18,55,258,4,0
83,99,263,3,0
20,76,286,3,0
96,93,271,6,0
59,69,272,3,0
97,99,277,3,0
14,99,277,4,0
75,96,282,2,0
71,63,277,3,0
84,52,282,3,0
57,75,281,3,0
46,55,274,5,0
77,94,305,2,0
44,65,275,3,0
68,59,261,2,0
94,58,259,3,0
73,91,263,2,0
51,50,267,5,0
93,87,281,4,0
74,100,277,3,0
82,90,295,3,0
86,91,288,2,0
99,86,289,2,0
58,86,295,3,0
96,60,275,5,0
72,67,268,3,0
23,94,273,4,0
99,79,279,2,0
95,58,274,3,0
75,55,277,3,0
95,54,272,2,0
97,84,297,3,0
98,86,268,4,0
79,98,257,2,0
54,91,289,3,0
51,51,271,4,0
83,91,287,3,0
60,70,272,2,0
58,83,284,3,0
55,68,253,2,0
50,64,296,2,0
46,41,278,4,0
61,82,273,2,0
91,98,282,3,0
50,94,280,4,0
75,82,275,3,0
74,87,281,3,0
62,53,255,2,0
87,76,276,2,0
13,72,272,4,0
71,43,255,6,0
70,90,285,2,0
32,87,269,2,0
84,72,276,4,0
79,87,266,2,0
97,64,271,2,0
76,58,281,3,0
97,63,267,3,0
53,40,293,3,0
61,57,283,3,0
94,89,289,4,0
52,79,262,3,0
91,67,267,3,0
52,63,274,2,0
59,68,281,2,0
61,71,276,4,0
78,78,281,3,0
44,67,277,2,0
80,97,262,2,0
54,60,280,5,0
96,91,270,3,0
98,49,260,3,0
83,91,281,4,0
64,89,293,3,0
51,78,281,2,0
31,42,274,5,0
53,68,273,3,0
81,53,276,2,0
17,85,273,4,0
72,98,276,2,0
49,49,260,3,0
81,95,289,2,0
75,98,283,3,0
74,73,276,3,0
82,73,275,3,0
36,40,290,3,0
89,55,287,2,0
78,87,280,4,0
81,56,281,3,0
61,78,272,4,0
23,96,281,6,0
73,100,273,3,0
40,65,275,6,0
99,63,280,2,0
62,54,304,3,0
61,93,296,4,0
90,98,264,3,0
93,67,256,3,0
52,75,262,3,0
77,72,280,3,0
59,76,277,3,0
51,59,265,3,0
67,95,303,3,0
95,65,285,2,0
75,76,275,3,0
54,61,304,3,0
45,71,285,2,0
66,66,278,5,0
36,69,285,2,0
30,47,277,6,0
61,63,265,4,0
71,70,276,3,0
60,99,273,3,0
19,61,264,4,0
91,100,276,4,0
98,69,275,2,0
90,78,272,2,0
73,94,270,6,0
52,56,284,3,0
77,56,261,3,0
98,62,287,2,0
79,50,280,3,0
73,91,273,2,0
97,95,278,2,0
38,60,263,5,0
59,48,271,3,0
73,79,283,5,0
84,53,270,3,0
61,59,288,2,0
79,78,264,2,0
73,91,272,2,0
22,90,270,5,0
84,52,277,3,0
21,85,288,5,0
44,69,257,2,0
20,52,280,5,0
51,86,267,3,0
55,98,277,2,0
24,38,266,2,0
65,77,287,2,0
44,42,282,3,0
98,67,280,4,0
69,80,265,2,0
71,56,266,4,0
54,71,268,2,0
77,98,278,3,0
53,43,273,3,0
64,72,284,2,0
69,59,274,4,0
93,71,272,2,0
58,65,274,4,0
33,46,282,6,0
95,57,283,3,0
65,90,288,3,0
90,70,280,2,0
59,80,278,3,0
88,55,272,4,0
63,83,264,4,0
53,61,283,2,0
63,64,277,3,0
96,76,270,3,0
70,73,252,2,0
73,36,279,2,0
94,80,267,2,0
82,58,303,3,0
44,63,281,2,0
58,90,265,3,0
55,97,265,2,0
92,84,281,2,0
91,59,264,4,0
69,61,278,4,0
23,70,272,2,0
21,81,281,5,0
51,60,255,3,0
73,74,267,4,0
65,67,270,3,0
64,48,275,2,0
77,49,264,3,0
71,79,265,3,0
20,38,274,6,0
99,57,267,3,0
77,57,283,3,0
80,56,271,3,0
97,50,269,2,0
89,53,260,3,0
97,70,255,2,0
23,99,271,4,0
60,75,276,2,0
52,63,265,3,0
86,63,272,2,0
86,95,268,3,0
76,58,281,2,0
79,77,286,6,0
35,52,265,3,0
100,97,274,2,0
20,80,281,5,0
57,62,281,3,0
23,46,287,5,0
82,97,280,2,0
98,80,275,2,0
52,70,266,3,0
96,61,280,6,0
69,64,267,4,0
92,77,281,2,0
91,43,286,5,0
85,96,268,6,0
91,77,270,2,0
79,55,274,3,0
74,95,267,4,0
73,72,266,3,0
55,98,275,2,0
79,97,289,4,0
53,51,279,2,0
70,60,287,3,0
74,56,271,6,0
95,76,287,3,0
49,57,262,3,0
79,90,274,3,0
99,86,267,2,0
56,79,290,2,0
70,79,283,2,0
93,65,273,3,0
46,66,276,3,0
24,61,295,4,0
32,41,291,3,0
50,78,287,3,0
58,72,263,3,0
83,81,284,4,0
57,42,284,4,0
51,83,268,3,0
65,96,281,2,0
52,41,268,3,0
77,70,286,2,0
42,77,272,3,0
68,79,260,4,0
83,92,277,6,0
66,63,286,3,0
75,57,276,2,0
65,48,285,3,0
49,60,273,3,0
77,96,272,2,0
65,97,272,3,0
65,49,262,4,0
44,58,278,2,0
61,72,269,2,0
98,89,278,3,0
68,88,282,2,0
58,50,267,3,0
81,92,272,3,0
76,50,266,3,0
14,93,268,4,0
49,91,270,3,0
97,78,262,3,0
91,60,266,4,0
15,98,274,2,0
82,63,292,3,0
67,87,281,4,0
50,96,274,3,0
57,39,277,3,0
99,94,293,2,0
97,94,275,2,0
93,58,268,2,0
62,60,288,2,0
62,51,269,2,0
96,61,275,3,0
98,96,276,3,0
52,57,280,3,0
56,77,276,4,0
14,41,274,3,0
29,38,269,5,0
76,81,273,3,0
39,58,271,3,0
96,72,258,2,0
84,93,259,4,0
81,62,269,3,0
51,51,276,4,0
87,75,251,3,0
94,77,264,4,0
69,97,285,3,0
44,53,281,3,0
85,55,293,3,0
18,86,284,3,0
91,74,266,2,0
81,83,272,3,0
82,59,286,2,0
48,79,279,2,0
92,84,284,3,0
94,88,265,4,0
100,56,257,3,0
96,91,274,3,0
24,74,265,4,0
62,89,287,3,0
55,76,275,3,0
82,52,267,2,0
62,56,294,4,0
61,69,285,2,0
72,52,273,4,0
45,76,277,2,0
51,93,278,4,0
42,53,280,5,0
69,64,281,3,0
61,66,287,3,0
50,98,269,4,0
25,68,260,5,0
88,89,266,3,0
81,66,258,2,0
75,77,278,4,0
77,80,280,3,0
55,72,279,2,0
70,73,297,2,0
96,78,272,2,0
18,73,276,4,0
22,62,255,3,0
95,49,265,2,0
37,71,262,4,0
84,45,281,2,0
80,68,279,3,0
57,55,288,2,0
98,63,279,2,0
95,62,283,3,0
80,65,290,3,0
52,70,263,3,0
31,62,288,3,0
71,59,262,2,0
71,85,276,3,0
50,96,273,4,0
95,90,278,5,0
95,77,271,4,0
65,85,259,3,0
94,72,282,2,0
72,85,273,3,0
94,79,283,2,0
79,94,272,4,0
60,58,285,3,0
62,76,274,3,0
94,74,286,5,0
24,50,274,3,0
17,71,274,4,0
66,83,279,4,0
65,56,286,2,0
51,62,282,2,0
41,75,272,3,0
98,99,262,3,0
96,55,279,2,0
55,97,281,4,0
99,71,279,3,0
51,98,272,3,0
